latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
22.319859,114.198555,60.0,28800,Asia/Hong_Kong,GMT+8

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),rain_sum (mm),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_mean (°C),dew_point_2m_min (°C),dew_point_2m_max (°C),wind_speed_10m_mean (m/s),wind_speed_10m_min (m/s),winddirection_10m_dominant (°),precipitation_sum (mm),snowfall_sum (cm),pressure_msl_mean (hPa),pressure_msl_max (hPa),pressure_msl_min (hPa),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),wind_gusts_10m_mean (m/s),wind_gusts_10m_min (m/s),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),et0_fao_evapotranspiration_sum (mm)
2022-04-09,20.4,23.8,18.3,21.2,25.7,18.3,0.00,4.92,9.90,74,25.14,4.46,0,0,0,16.3,14.7,17.9,3.45,1.49,74,0.00,0.00,1014.0,1016.0,1011.3,1006.9,1008.9,1004.3,7.60,3.40,78,92,57,4.46
2022-04-10,20.9,24.1,18.3,22.5,26.4,19.5,0.00,4.30,9.60,72,24.00,4.17,4,30,0,17.4,16.8,19.5,2.70,1.48,72,0.00,0.00,1012.7,1014.5,1010.8,1005.6,1007.5,1003.8,6.13,3.30,82,95,65,4.17
2022-04-11,21.9,25.6,18.0,25.0,30.3,19.6,0.40,3.23,7.70,102,21.20,3.85,14,100,0,19.8,17.5,21.4,1.61,0.32,102,0.40,0.00,1011.2,1013.3,1008.7,1004.2,1006.3,1001.8,4.01,2.60,88,97,76,3.85
2022-04-12,22.2,25.2,19.0,26.0,30.8,21.5,0.90,2.66,6.70,130,21.41,3.75,17,100,0,21.0,18.9,22.6,1.80,1.08,130,0.90,0.00,1009.2,1011.6,1006.5,1002.2,1004.7,999.6,4.39,2.70,93,100,83,3.75
2022-04-13,23.1,24.9,21.3,26.9,28.9,25.1,4.40,4.03,9.20,227,16.51,2.85,68,100,18,22.1,21.3,23.0,2.28,0.54,227,4.40,0.00,1007.0,1009.0,1004.7,1000.1,1002.1,997.8,5.57,1.80,94,100,82,2.85
2022-04-14,23.5,28.0,19.6,26.1,32.6,19.9,0.20,4.74,9.50,29,23.53,4.54,13,100,0,19.6,17.7,22.0,2.75,1.12,29,0.20,0.00,1008.7,1011.0,1007.2,1001.8,1004.0,1000.3,6.38,2.30,80,98,57,4.54
2022-04-15,22.5,24.2,21.5,23.3,25.8,21.3,0.00,6.54,13.40,80,23.19,4.22,39,100,0,19.0,17.4,20.8,5.47,3.92,80,0.00,0.00,1012.1,1014.2,1010.5,1005.1,1007.2,1003.5,11.35,8.30,81,94,69,4.22
2022-04-16,21.4,22.5,20.6,20.6,21.9,19.6,0.00,7.82,16.00,86,15.84,3.48,90,100,38,17.4,16.6,18.8,6.72,4.92,86,0.00,0.00,1013.5,1015.4,1011.7,1006.5,1008.3,1004.7,13.90,10.00,78,85,70,3.48
2022-04-17,20.4,22.0,18.5,20.1,22.4,17.9,3.50,6.65,12.90,73,18.09,3.39,87,100,49,16.9,15.9,17.4,5.42,3.16,73,3.50,0.00,1015.6,1017.4,1013.9,1008.5,1010.3,1006.9,11.17,6.60,81,91,74,3.39
2022-04-18,20.9,23.5,18.7,21.9,25.9,18.9,21.90,4.93,10.10,57,15.68,2.94,85,100,12,18.0,16.2,18.9,3.84,2.62,57,21.90,0.00,1016.8,1018.6,1014.9,1009.7,1011.5,1007.9,7.95,5.70,84,97,74,2.94
2022-04-19,19.0,21.3,17.2,19.7,22.2,16.9,3.60,4.14,8.70,31,10.70,2.03,100,100,97,16.6,14.5,17.9,3.09,1.24,31,3.60,0.00,1017.4,1019.3,1015.6,1010.3,1012.2,1008.5,6.73,2.80,86,97,79,2.03
2022-04-20,20.4,22.8,18.4,22.0,25.5,20.0,0.40,4.20,9.30,72,19.06,3.29,75,100,1,17.8,17.1,18.7,2.73,1.21,72,0.40,0.00,1015.5,1018.1,1013.3,1008.4,1011.0,1006.3,5.98,3.10,85,95,74,3.29
2022-04-21,22.3,24.7,20.5,25.3,29.3,22.9,0.00,3.22,7.90,96,22.10,3.84,53,100,0,20.3,19.0,21.3,2.53,1.64,96,0.00,0.00,1013.4,1015.2,1011.3,1006.4,1008.2,1004.3,5.67,3.10,89,96,81,3.84
2022-04-22,23.5,25.3,22.1,27.3,30.0,25.3,2.90,4.02,8.80,109,18.75,3.23,79,100,49,22.4,21.4,23.0,2.84,1.51,109,2.90,0.00,1012.2,1013.9,1009.9,1005.2,1006.9,1003.0,6.26,3.60,93,99,84,3.23
2022-04-23,24.3,26.2,22.9,29.3,32.5,26.9,1.30,3.26,7.40,150,20.71,3.74,80,100,39,23.5,22.9,24.1,2.02,0.76,150,1.30,0.00,1011.1,1013.2,1009.3,1004.1,1006.3,1002.4,5.11,2.10,95,100,86,3.74
2022-04-24,24.6,26.7,21.9,29.4,32.9,25.8,2.10,3.49,8.00,150,21.88,3.86,73,100,21,23.7,21.9,24.4,2.48,1.20,150,2.10,0.00,1009.3,1011.5,1006.8,1002.4,1004.6,999.9,5.74,2.80,95,100,85,3.86
2022-04-25,25.1,27.0,23.7,29.8,32.8,27.9,2.70,4.77,10.30,177,20.15,3.45,82,100,33,24.4,23.4,24.9,3.62,2.24,177,2.70,0.00,1008.6,1010.8,1006.4,1001.6,1003.9,999.5,7.99,5.10,96,100,86,3.45
2022-04-26,25.5,27.4,24.2,30.3,33.1,28.4,2.00,4.73,10.30,179,21.38,3.67,63,100,12,24.6,24.2,25.0,3.61,1.64,179,2.00,0.00,1008.2,1009.9,1006.0,1001.3,1003.0,999.1,7.77,3.80,95,100,85,3.67
2022-04-27,25.7,27.6,23.7,31.3,34.0,28.8,4.30,3.95,8.80,175,21.11,3.76,48,100,22,24.9,23.6,25.6,2.49,0.92,175,4.30,0.00,1009.4,1011.1,1007.7,1002.5,1004.2,1000.8,5.83,2.70,95,100,88,3.76
2022-04-28,26.0,28.5,24.9,31.5,35.2,30.1,2.00,4.18,9.30,136,22.46,4.12,47,100,1,25.0,24.2,25.4,2.89,0.58,136,2.00,0.00,1010.8,1012.8,1009.1,1004.0,1005.9,1002.2,6.70,5.10,94,100,83,4.12
2022-04-29,26.2,28.1,24.7,32.0,34.4,30.4,0.60,3.18,7.70,129,21.16,4.00,83,100,17,24.7,24.1,25.6,1.79,1.00,129,0.60,0.00,1011.3,1012.9,1009.5,1004.4,1006.0,1002.6,4.56,1.80,92,100,82,4.00
2022-04-30,24.5,25.7,23.4,27.8,29.9,26.1,3.70,5.81,11.80,79,12.24,2.40,96,100,48,22.8,21.9,23.6,3.91,1.20,79,3.70,0.00,1012.3,1014.0,1011.0,1005.4,1007.0,1004.1,8.17,2.00,90,96,83,2.40
2022-05-01,19.6,23.4,16.3,19.9,25.7,14.6,36.90,6.69,13.30,33,3.80,0.79,100,100,100,18.8,15.3,22.5,5.79,4.92,33,36.90,0.00,1012.6,1015.0,1010.7,1005.6,1007.9,1003.7,11.72,9.60,95,98,90,0.79
2022-05-02,17.0,18.7,15.3,16.0,19.2,13.0,21.70,6.91,13.70,17,7.53,1.46,100,100,100,15.1,14.3,16.3,5.27,3.31,17,21.70,0.00,1014.5,1017.0,1013.1,1007.4,1009.9,1005.9,11.17,7.80,89,95,80,1.46
2022-05-03,20.6,23.6,17.3,20.9,25.3,16.2,0.00,4.67,10.00,46,24.61,4.60,54,100,6,15.2,13.0,16.8,3.38,1.90,46,0.00,0.00,1015.8,1017.2,1014.3,1008.7,1010.2,1007.3,7.46,4.10,72,87,55,4.60
2022-05-04,22.7,25.2,20.5,23.9,27.4,20.4,0.00,4.54,8.80,70,25.71,5.09,32,100,0,17.0,15.2,19.9,3.33,1.53,70,0.00,0.00,1014.4,1016.2,1012.5,1007.4,1009.2,1005.5,7.33,4.30,71,87,57,5.09
2022-05-05,23.3,25.3,22.1,26.1,29.0,24.4,0.00,4.08,8.80,84,23.60,4.32,92,100,21,20.2,19.1,21.2,2.89,1.10,84,0.00,0.00,1012.8,1014.3,1010.9,1005.8,1007.3,1003.9,6.38,2.60,83,93,69,4.32
2022-05-06,23.6,25.6,22.0,26.8,29.9,25.1,0.00,3.93,8.90,97,23.71,4.22,49,100,0,20.9,20.5,21.8,2.77,1.57,97,0.00,0.00,1012.6,1014.1,1011.2,1005.6,1007.2,1004.3,6.15,3.40,86,93,75,4.22
2022-05-07,23.7,26.0,22.2,26.7,29.9,24.3,2.20,4.92,10.60,82,19.41,3.69,94,100,35,21.2,20.1,21.9,3.24,1.33,82,2.20,0.00,1013.2,1014.6,1011.9,1006.2,1007.7,1004.9,7.18,2.90,86,96,72,3.69
2022-05-08,23.4,25.1,22.4,24.8,25.8,23.9,5.50,5.77,11.90,72,12.96,2.89,99,100,76,20.1,18.6,21.1,4.68,2.96,72,5.50,0.00,1013.3,1015.1,1011.6,1006.3,1008.2,1004.6,9.73,7.20,82,92,68,2.89
2022-05-09,23.4,24.8,21.9,26.1,27.0,24.6,2.50,5.10,10.40,83,12.41,2.34,98,100,78,21.6,21.0,22.4,3.83,2.61,83,2.50,0.00,1012.5,1014.5,1009.7,1005.5,1007.5,1002.8,7.98,5.20,90,96,83,2.34
2022-05-10,24.4,26.2,22.8,28.1,30.6,26.5,9.20,5.04,10.60,126,16.61,3.02,99,100,80,22.9,22.3,23.5,3.55,1.00,126,9.20,0.00,1009.9,1012.0,1007.7,1003.0,1005.0,1000.8,7.80,3.90,91,98,82,3.02
2022-05-11,23.6,24.8,22.5,27.1,28.6,25.9,67.00,6.63,13.10,203,8.28,1.45,98,100,72,23.0,21.5,23.8,3.85,0.54,203,67.00,0.00,1008.2,1010.5,1006.2,1001.2,1003.5,999.3,9.12,3.60,96,98,93,1.45
2022-05-12,24.3,25.2,23.3,27.8,29.3,26.1,39.30,6.00,12.40,223,5.39,1.06,100,100,100,23.6,22.8,24.2,4.54,3.16,223,39.30,0.00,1006.7,1008.2,1004.7,999.8,1001.3,997.8,9.91,7.00,96,98,93,1.06
2022-05-13,24.3,25.8,23.4,28.2,29.8,26.7,97.30,5.78,11.50,230,6.89,1.27,100,100,98,23.7,22.8,24.1,3.84,0.50,230,97.30,0.00,1005.9,1006.9,1004.4,999.0,1000.0,997.5,8.79,3.40,96,99,88,1.27
2022-05-14,24.7,26.7,22.8,29.3,32.0,26.3,34.10,4.95,10.10,173,18.27,3.33,79,100,21,23.6,21.9,24.2,2.62,0.67,173,34.10,0.00,1007.8,1011.6,1004.9,1000.8,1004.6,998.0,6.22,1.70,94,99,85,3.33
2022-05-15,22.8,24.0,21.1,24.5,27.0,22.5,30.60,7.30,14.60,65,9.11,1.76,100,100,100,21.5,20.0,23.4,5.58,4.04,65,30.60,0.00,1010.1,1012.8,1008.2,1003.1,1005.8,1001.3,11.38,8.10,93,99,80,1.76
2022-05-16,19.5,21.1,18.0,19.6,21.4,18.2,11.00,5.31,10.40,20,6.83,1.63,94,100,13,17.0,16.1,19.3,4.53,3.71,20,11.00,0.00,1012.3,1014.0,1010.5,1005.3,1006.9,1003.4,9.36,7.50,86,95,76,1.63
2022-05-17,21.1,24.5,18.1,21.8,27.0,17.8,0.00,5.06,10.70,60,26.86,4.91,41,100,3,16.5,14.9,17.7,3.80,2.90,60,0.00,0.00,1013.6,1014.9,1012.4,1006.5,1007.9,1005.4,8.26,6.80,75,82,61,4.91
2022-05-18,22.5,24.1,20.7,22.1,23.9,19.8,0.00,5.69,11.80,73,24.29,5.35,74,100,11,15.3,11.5,18.9,4.86,3.70,73,0.00,0.00,1014.0,1015.7,1012.5,1007.0,1008.7,1005.5,10.04,7.90,65,78,46,5.35
2022-05-19,24.2,27.3,22.3,26.3,31.7,23.1,0.00,5.19,10.40,71,22.29,4.73,83,100,10,19.3,17.4,21.2,3.22,1.61,71,0.00,0.00,1012.1,1013.8,1009.6,1005.1,1006.8,1002.7,7.08,4.50,74,87,60,4.73
2022-05-20,24.5,26.5,22.8,29.0,32.8,26.5,0.30,3.20,7.50,136,24.71,4.52,78,100,24,22.4,21.1,23.5,1.89,0.89,136,0.30,0.00,1009.5,1012.0,1007.0,1002.6,1005.0,1000.1,4.76,2.00,88,97,79,4.52
2022-05-21,25.1,27.6,23.5,29.9,34.9,27.1,0.50,4.37,8.50,137,22.89,4.27,78,100,25,23.4,22.7,24.7,2.33,0.50,137,0.50,0.00,1008.1,1009.6,1006.0,1001.2,1002.7,999.1,5.55,3.10,90,98,83,4.27
2022-05-22,24.2,25.6,23.3,26.4,28.3,25.8,2.30,6.53,13.20,92,17.34,3.11,94,100,49,22.3,21.3,22.9,5.52,4.46,92,2.30,0.00,1007.3,1008.7,1005.2,1000.4,1001.8,998.3,11.05,8.80,90,97,80,3.11
2022-05-23,24.1,25.1,23.4,26.2,27.3,25.3,3.00,6.51,12.80,87,10.73,2.09,100,100,100,22.6,22.2,22.9,5.90,5.00,87,3.00,0.00,1007.5,1009.8,1006.0,1000.6,1002.9,999.1,11.63,9.50,91,95,87,2.09
2022-05-24,24.3,25.2,23.8,27.1,28.2,26.1,5.40,6.17,12.60,73,9.53,1.80,100,100,100,23.2,22.6,23.8,5.18,3.64,73,5.40,0.00,1008.9,1010.6,1007.4,1002.0,1003.7,1000.5,10.58,7.80,94,99,88,1.80
2022-05-25,24.2,24.7,23.8,28.7,30.4,27.3,20.10,4.33,8.80,93,5.39,1.08,99,100,83,23.8,23.4,24.4,2.88,1.10,93,20.10,0.00,1007.8,1009.9,1005.1,1000.9,1003.0,998.2,6.18,3.30,98,99,96,1.08
2022-05-26,25.2,27.0,23.4,30.5,32.9,28.3,1.30,3.50,7.70,187,18.33,3.38,98,100,74,24.2,23.2,24.7,1.85,0.81,187,1.30,0.00,1004.9,1007.2,1002.1,998.0,1000.3,995.3,4.65,2.40,95,99,86,3.38
2022-05-27,25.1,26.1,24.3,29.7,31.4,28.4,17.30,5.12,10.60,194,12.30,2.25,100,100,99,24.2,23.5,25.1,3.10,0.94,194,17.30,0.00,1004.8,1006.4,1003.1,997.9,999.5,996.2,7.37,4.60,95,99,89,2.25
2022-05-28,25.8,27.6,24.5,30.5,33.7,28.6,6.70,4.90,11.10,176,19.48,3.48,99,100,91,24.6,23.8,25.2,3.70,2.00,176,6.70,0.00,1005.7,1007.4,1004.3,998.8,1000.5,997.5,8.34,4.70,93,98,86,3.48
2022-05-29,26.6,28.6,25.1,32.0,35.7,29.6,4.20,4.73,9.10,174,24.40,4.52,93,100,29,25.1,24.5,25.8,3.40,2.18,174,4.20,0.00,1005.9,1007.3,1003.9,999.0,1000.4,997.1,7.78,5.10,92,98,82,4.52
2022-05-30,26.7,28.5,25.4,32.6,36.1,30.3,6.50,3.38,7.60,158,19.64,3.77,98,100,50,25.3,24.5,26.1,2.28,0.32,158,6.50,0.00,1006.1,1007.9,1004.3,999.3,1001.0,997.5,5.75,3.10,92,99,83,3.77
2022-05-31,26.2,27.0,24.9,31.1,31.9,30.1,14.80,4.81,10.30,189,12.86,2.52,100,100,100,24.6,23.8,25.6,3.03,1.63,189,14.80,0.00,1007.0,1008.6,1005.3,1000.1,1001.7,998.4,6.97,4.80,91,96,85,2.52
2022-06-01,26.6,28.0,25.3,31.5,33.4,29.5,9.90,4.71,10.20,202,20.92,3.86,100,100,99,24.9,24.1,25.6,3.61,2.15,202,9.90,0.00,1007.3,1009.1,1005.0,1000.4,1002.2,998.2,7.87,4.70,91,96,83,3.86
2022-06-02,26.7,28.1,25.4,31.1,34.2,29.5,5.00,6.40,13.60,213,17.62,3.35,100,100,100,25.0,24.5,25.9,4.60,2.50,213,5.00,0.00,1006.2,1007.8,1004.4,999.4,1000.9,997.6,9.85,6.90,91,98,84,3.35
2022-06-03,26.3,27.4,25.0,30.4,31.9,28.7,13.10,6.23,12.50,206,12.59,2.43,100,100,99,24.8,23.6,25.4,4.86,2.41,206,13.10,0.00,1005.9,1007.3,1004.0,999.1,1000.4,997.2,10.55,6.40,92,98,88,2.43
2022-06-04,27.3,28.9,25.1,31.4,34.2,28.5,9.40,7.11,14.30,208,20.62,3.87,100,100,99,25.5,24.6,26.4,5.80,3.77,208,9.40,0.00,1005.9,1007.7,1004.0,999.0,1000.9,997.2,12.17,8.20,90,98,82,3.87
2022-06-05,27.6,29.0,26.7,31.9,33.5,30.4,10.00,8.08,16.20,212,20.63,3.79,99,100,74,25.8,25.4,26.3,6.14,3.40,212,10.00,0.00,1004.6,1006.0,1002.8,997.8,999.2,996.0,12.50,7.50,90,95,82,3.79
2022-06-06,27.3,29.3,25.4,32.3,36.3,30.1,7.90,6.65,13.50,224,20.87,4.04,100,100,99,25.5,24.7,26.6,4.51,1.03,224,7.90,0.00,1003.8,1005.0,1002.3,997.0,998.1,995.5,9.87,3.40,90,97,82,4.04
2022-06-07,25.9,27.2,24.8,30.4,32.2,28.6,26.90,5.60,12.70,223,10.34,1.99,100,100,100,24.8,24.2,25.4,4.00,0.92,223,26.90,0.00,1004.7,1007.4,1003.5,997.9,1000.5,996.6,9.15,3.90,94,98,88,1.99
2022-06-08,24.8,25.9,23.9,28.8,30.7,27.3,41.50,6.45,12.70,193,8.63,1.57,100,100,100,24.0,23.2,24.7,4.13,1.64,193,41.50,0.00,1005.9,1007.7,1004.3,999.0,1000.8,997.4,9.97,3.80,96,98,88,1.57
2022-06-09,25.2,27.2,24.1,28.7,31.3,27.1,38.70,6.53,13.50,212,13.08,2.39,100,100,100,24.1,23.3,24.7,5.11,2.55,212,38.70,0.00,1005.5,1007.1,1003.4,998.6,1000.2,996.6,11.51,7.60,93,98,85,2.39
2022-06-10,25.3,26.1,24.5,29.4,30.8,27.7,20.70,7.02,13.90,211,6.57,1.33,100,100,100,24.4,23.8,24.8,4.31,1.63,211,20.70,0.00,1005.5,1006.8,1004.1,998.6,999.9,997.2,9.28,4.30,95,98,91,1.33
2022-06-11,25.6,26.9,24.7,30.4,32.1,28.9,30.80,4.65,10.10,216,11.06,2.12,100,100,100,24.6,24.0,25.3,3.24,1.12,216,30.80,0.00,1006.8,1009.0,1005.3,999.9,1002.1,998.4,8.28,5.40,94,99,86,2.12
2022-06-12,26.5,27.8,25.1,30.8,32.5,28.5,20.90,6.65,13.50,215,9.63,1.97,100,100,100,25.2,24.2,26.0,4.86,2.62,215,20.90,0.00,1007.3,1008.6,1005.7,1000.4,1001.8,998.9,10.61,6.30,92,96,87,1.97
2022-06-13,27.2,28.8,25.8,31.3,33.5,30.2,7.60,7.30,14.90,222,17.34,3.33,100,100,100,25.5,24.7,26.1,5.82,3.94,222,7.60,0.00,1006.6,1007.8,1004.7,999.8,1000.9,997.9,11.88,8.50,90,98,82,3.33
2022-06-14,26.2,27.2,24.3,30.4,31.4,26.9,9.40,6.88,14.60,232,10.23,2.06,100,100,100,24.8,23.6,25.8,4.67,0.71,232,9.40,0.00,1007.2,1008.9,1005.8,1000.3,1002.0,998.9,10.18,1.90,92,98,86,2.06
2022-06-15,25.7,27.8,23.7,30.7,33.9,27.6,18.60,4.47,9.90,221,16.41,3.07,100,100,92,24.4,23.3,25.1,2.77,0.30,221,18.60,0.00,1009.1,1010.9,1007.9,1002.3,1004.0,1001.0,7.05,3.10,93,98,85,3.07
2022-06-16,25.9,27.6,24.4,30.2,31.8,27.9,11.10,5.82,12.50,222,11.92,2.28,100,100,99,24.6,23.8,25.1,4.15,1.43,222,11.10,0.00,1009.1,1010.6,1007.4,1002.2,1003.7,1000.5,9.21,4.30,93,97,85,2.28
2022-06-17,26.9,28.7,25.6,30.8,32.4,28.9,11.60,7.38,14.70,210,12.07,2.62,100,100,100,25.0,24.2,25.7,5.35,2.65,210,11.60,0.00,1007.6,1009.1,1005.3,1000.8,1002.3,998.5,11.07,6.00,89,96,80,2.62
2022-06-18,27.5,29.1,26.4,31.8,34.1,30.4,5.20,7.03,14.10,200,18.86,3.67,100,100,99,25.5,25.1,26.3,5.40,3.06,200,5.20,0.00,1006.8,1008.3,1005.3,1000.0,1001.5,998.5,11.28,7.80,89,93,83,3.67
2022-06-19,27.3,28.9,25.4,31.7,34.0,29.9,12.90,7.22,14.90,195,17.72,3.35,100,100,99,25.7,24.7,26.5,5.35,2.14,195,12.90,0.00,1006.2,1007.6,1004.2,999.3,1000.7,997.4,11.32,5.60,91,96,83,3.35
2022-06-20,27.3,28.8,25.9,31.7,33.1,29.3,5.80,7.07,14.40,198,15.44,3.02,100,100,100,25.6,25.0,26.3,5.32,3.10,198,5.80,0.00,1004.9,1006.3,1003.3,998.1,999.4,996.5,11.27,6.70,91,95,85,3.02
2022-06-21,27.4,28.8,26.2,32.1,33.8,29.5,6.80,7.16,13.60,195,14.39,2.95,100,100,98,25.7,24.8,26.2,4.72,2.30,195,6.80,0.00,1005.7,1008.0,1004.0,998.9,1001.2,997.2,10.11,5.60,90,95,85,2.95
2022-06-22,27.6,29.2,26.5,33.4,36.2,31.9,3.70,5.07,10.60,190,24.13,4.48,73,100,9,25.8,25.5,26.2,3.39,1.08,190,3.70,0.00,1009.5,1011.6,1007.3,1002.6,1004.7,1000.4,7.71,3.60,90,96,82,4.48
2022-06-23,27.7,29.3,26.4,34.0,37.2,32.4,1.60,3.04,7.20,178,26.32,5.04,13,63,0,25.6,25.0,25.9,2.42,1.53,178,1.60,0.00,1010.7,1012.1,1008.5,1003.9,1005.2,1001.7,5.82,4.30,89,96,81,5.04
2022-06-24,27.5,29.3,25.5,33.8,37.2,31.1,1.40,2.89,7.10,199,25.21,4.90,49,100,0,25.2,24.3,26.1,1.79,0.85,199,1.40,0.00,1008.9,1011.0,1007.1,1002.1,1004.1,1000.3,4.63,2.40,87,95,80,4.90
2022-06-25,27.9,29.3,26.5,33.6,36.3,31.6,0.40,4.19,9.50,210,25.26,4.98,83,100,11,25.0,24.2,25.6,2.69,1.20,210,0.40,0.00,1007.9,1009.3,1006.5,1001.1,1002.5,999.7,6.15,2.70,84,94,78,4.98
2022-06-26,27.9,29.3,26.8,33.5,36.6,31.3,1.40,3.71,7.60,193,24.38,4.92,68,100,21,25.0,24.4,25.5,2.85,1.66,193,1.40,0.00,1009.3,1011.2,1007.9,1002.5,1004.4,1001.1,6.50,4.00,84,89,79,4.92
2022-06-27,27.9,29.3,25.9,33.7,37.2,31.8,1.00,3.30,7.50,176,24.59,4.92,78,100,15,25.1,24.5,25.6,2.50,1.12,176,1.00,0.00,1008.5,1011.2,1005.7,1001.6,1004.3,998.9,6.07,4.30,85,95,78,4.92
2022-06-28,28.4,30.0,26.9,34.7,38.2,32.5,0.10,2.83,6.60,173,26.56,5.33,99,100,95,25.4,24.9,26.2,2.15,0.76,173,0.10,0.00,1005.3,1007.1,1002.1,998.5,1000.3,995.3,5.35,3.10,84,90,77,5.33
2022-06-29,27.5,29.3,26.1,32.6,35.5,30.7,4.20,6.24,12.20,84,18.51,3.61,100,100,100,25.5,24.8,26.2,3.89,1.70,84,4.20,0.00,1003.0,1004.3,1001.4,996.2,997.5,994.6,8.29,4.20,89,94,82,3.61
2022-06-30,26.5,27.8,25.3,29.9,31.6,28.1,25.10,7.58,15.30,79,15.68,3.01,100,100,99,24.8,24.3,25.4,6.17,4.71,79,25.10,0.00,1002.9,1004.2,1001.1,996.0,997.3,994.3,12.72,9.40,91,97,84,3.01
2022-07-01,26.1,27.2,25.1,27.5,28.7,26.6,31.90,11.73,23.50,80,11.65,2.35,100,100,98,24.6,23.9,25.2,9.75,7.25,80,31.90,0.00,1000.8,1003.7,998.0,993.9,996.9,991.2,19.79,14.70,92,96,82,2.35
2022-07-02,25.8,26.7,25.4,26.8,28.6,25.9,87.50,11.69,25.20,135,4.42,1.33,100,100,100,24.6,24.0,25.3,10.56,7.76,135,87.50,0.00,999.2,1001.5,998.2,992.4,994.7,991.4,22.13,18.70,93,96,88,1.33
2022-07-03,27.1,29.4,25.5,29.7,33.5,26.9,24.80,10.65,21.60,184,18.82,3.65,100,100,100,25.1,24.2,26.3,8.27,4.52,184,24.80,0.00,1001.5,1002.9,1000.3,994.7,996.1,993.5,17.33,10.40,89,96,82,3.65
2022-07-04,27.1,28.2,26.0,30.5,31.7,28.2,27.30,8.72,17.30,203,11.59,2.40,100,100,99,25.5,24.6,26.0,6.99,4.65,203,27.30,0.00,1002.1,1004.0,1000.8,995.2,997.2,994.0,14.47,10.00,91,97,86,2.40
2022-07-05,27.0,28.0,26.1,31.1,33.2,29.7,35.00,7.44,14.70,207,11.85,2.48,100,100,100,25.3,24.8,26.0,5.40,2.47,207,35.00,0.00,1004.2,1006.1,1003.2,997.3,999.2,996.4,11.33,6.60,91,97,87,2.48
2022-07-06,26.4,27.2,25.3,31.0,33.1,29.6,29.20,5.41,11.00,202,11.21,2.22,100,100,100,25.0,24.2,25.7,3.97,1.91,202,29.20,0.00,1006.1,1007.9,1004.5,999.2,1001.0,997.6,8.72,4.40,92,97,87,2.22
2022-07-07,26.4,27.8,25.2,31.3,33.0,29.3,14.20,5.35,11.50,155,14.01,2.68,100,100,98,25.0,24.1,25.6,3.66,1.98,155,14.20,0.00,1007.7,1009.7,1006.7,1000.8,1002.8,999.9,8.24,4.30,92,97,85,2.68
2022-07-08,27.5,29.3,25.8,33.1,36.5,30.9,1.40,4.22,9.20,107,24.36,4.66,69,100,18,25.3,24.5,26.0,3.19,1.36,107,1.40,0.00,1007.7,1009.3,1005.9,1000.9,1002.4,999.1,7.15,5.00,88,94,80,4.66
2022-07-09,27.6,29.6,25.9,33.1,37.1,30.9,1.50,4.70,10.50,96,22.03,4.16,60,100,10,25.9,25.0,26.8,3.93,2.31,96,1.50,0.00,1005.9,1007.6,1004.7,999.1,1000.7,997.9,8.47,6.50,90,95,84,4.16
2022-07-10,28.2,30.0,26.9,34.4,37.4,32.7,2.40,4.10,8.80,124,24.75,4.73,29,83,2,26.3,25.9,26.9,3.25,2.00,124,2.40,0.00,1006.6,1008.1,1005.4,999.8,1001.3,998.6,7.10,4.60,89,95,80,4.73
2022-07-11,28.3,30.1,26.9,35.2,38.6,32.8,1.10,2.73,6.80,134,25.54,5.00,24,100,0,26.2,25.2,26.7,2.01,1.25,134,1.10,0.00,1007.5,1009.0,1006.3,1000.7,1002.2,999.5,5.05,3.10,89,96,79,5.00
2022-07-12,28.4,30.1,26.9,35.2,38.5,33.7,2.10,3.26,7.20,122,25.38,4.99,20,54,0,26.2,25.6,26.5,2.12,1.40,122,2.10,0.00,1007.2,1008.8,1005.6,1000.4,1002.0,998.8,5.12,3.30,88,97,79,4.99
2022-07-13,28.7,30.4,26.7,35.0,38.2,33.1,0.00,3.07,7.30,124,26.94,5.42,9,32,0,25.5,24.8,26.3,2.26,1.27,124,0.00,0.00,1006.2,1007.7,1004.3,999.4,1000.9,997.5,5.34,3.60,83,93,73,5.42
2022-07-14,28.6,30.5,26.1,35.2,38.2,32.3,0.10,3.45,7.90,190,25.00,5.00,75,100,12,25.9,25.1,26.8,2.13,1.10,190,0.10,0.00,1005.9,1007.0,1004.7,999.1,1000.2,997.8,5.13,2.30,86,95,76,5.00
2022-07-15,28.7,30.5,27.2,35.1,38.8,32.5,3.00,4.08,8.80,208,21.41,4.35,100,100,95,26.4,25.7,27.2,2.95,1.71,208,3.00,0.00,1006.6,1007.8,1005.4,999.8,1001.0,998.6,6.65,4.60,88,95,77,4.35
